,stalk-color-below-ring,stalk-shape,veil-type,gill-spacing,class,spore-print-color,stalk-surface-below-ring,ring-number,cap-shape,gill-attachment,ring-type,bruises,stalk-root,stalk-surface-above-ring,gill-color,stalk-color-above-ring,habitat,population,cap-surface,veil-color,cap-color,odor,gill-size,d-var
274,w,e,p,c,e,k,s,o,b,f,p,t,c,s,w,w,g,s,s,w,y,l,b,y
275,w,t,p,c,p,w,s,o,f,f,e,f,?,s,b,p,d,v,y,w,n,s,n,n
276,w,t,p,c,p,h,f,o,x,f,p,t,b,f,p,w,g,s,s,w,g,f,b,g
277,w,e,p,w,e,w,s,t,b,f,p,f,?,k,p,w,g,s,s,w,g,n,b,g
278,w,e,p,c,p,k,s,o,x,f,p,f,b,s,u,w,d,s,f,w,w,c,n,w
279,w,e,p,c,e,k,y,o,f,f,p,t,r,s,p,w,g,s,y,w,y,l,b,y
280,p,t,p,c,p,w,k,o,k,f,e,f,?,k,b,w,p,v,s,w,e,s,n,e
281,b,e,p,c,p,h,k,o,x,f,l,f,b,k,h,b,g,y,f,w,g,f,b,g
282,g,t,p,c,e,k,s,o,x,f,p,t,b,s,w,g,d,v,f,w,e,n,b,e
283,w,e,p,c,e,n,s,o,b,f,p,t,c,s,k,w,m,n,s,w,y,l,b,y
284,p,e,p,c,p,h,k,o,x,f,l,f,b,k,p,b,p,y,y,w,y,f,b,y
285,g,t,p,c,e,n,s,o,x,f,p,t,b,s,p,p,d,y,f,w,g,n,b,g
286,p,t,p,c,e,k,s,o,x,f,p,t,b,s,w,p,d,y,y,w,n,n,b,n
287,w,t,p,c,p,h,f,o,x,f,p,t,b,f,h,w,u,s,s,w,b,f,b,b
288,p,t,p,c,e,n,s,o,x,f,p,t,b,s,w,w,d,v,f,w,g,n,b,g
289,p,t,p,c,e,k,s,o,f,f,p,t,b,s,u,g,d,y,f,w,n,n,b,n
290,w,e,p,c,e,k,s,o,x,f,p,t,c,s,w,w,g,s,s,w,y,a,b,y
291,p,t,p,c,p,w,s,o,f,f,e,f,?,s,b,p,l,v,y,w,e,s,n,e
292,g,t,p,c,e,n,s,o,f,f,p,t,b,s,u,p,d,v,f,w,g,n,b,g
293,w,t,p,c,e,n,s,o,f,f,p,t,b,s,w,g,d,y,y,w,g,n,b,g
294,w,t,p,w,e,k,f,o,f,f,e,f,e,s,p,w,g,s,s,w,n,n,b,n
295,n,e,p,c,p,h,k,o,x,f,l,f,b,k,p,b,p,y,f,w,g,f,b,g
296,w,e,p,c,e,n,s,o,b,f,p,t,c,s,k,w,g,n,y,w,w,l,b,w
297,g,t,p,c,e,k,s,o,f,f,p,t,b,s,u,g,d,y,f,w,e,n,b,e
298,w,e,p,c,e,w,s,t,x,f,p,t,b,s,w,w,p,v,s,w,c,n,b,c
299,w,e,p,c,e,n,y,o,f,f,p,t,r,s,n,w,p,y,y,w,n,l,b,n
300,w,t,p,c,p,w,s,o,f,f,e,f,?,s,b,p,p,v,s,w,n,y,n,n
301,p,t,p,c,e,n,s,o,x,f,p,t,b,s,p,p,d,y,f,w,g,n,b,g
302,w,e,p,c,e,h,f,o,f,f,f,f,?,s,u,w,d,v,y,w,r,n,n,r
303,p,t,p,c,p,w,s,o,f,f,e,f,?,s,b,p,p,v,y,w,n,y,n,n
304,e,e,p,c,e,w,s,t,k,f,e,t,?,s,w,w,w,c,y,w,b,n,b,b
305,w,e,p,c,p,k,s,o,x,f,p,t,e,s,n,w,u,s,s,w,w,p,n,w
306,w,t,p,w,e,n,s,o,x,f,e,f,e,f,k,w,g,s,f,w,w,n,b,w
307,n,e,p,c,p,h,k,o,f,f,l,f,b,k,p,b,d,y,f,w,g,f,b,g
308,w,e,p,c,e,k,s,o,x,f,p,t,c,s,k,w,g,s,s,w,w,l,b,w
309,w,t,p,c,e,k,s,o,f,f,p,t,b,s,p,w,d,v,y,w,e,n,b,e
310,g,t,p,c,e,k,s,o,f,f,p,t,b,s,n,g,d,v,y,w,e,n,b,e
311,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,l,v,y,w,e,y,n,e
312,w,t,p,c,p,h,f,o,f,f,p,t,b,f,w,w,g,s,s,w,b,f,b,b
313,w,t,p,w,e,k,s,o,x,f,e,f,e,f,p,w,g,a,s,w,n,n,b,n
314,w,t,p,c,e,n,s,o,f,f,p,t,b,s,p,p,d,y,y,w,e,n,b,e
315,w,t,p,c,p,w,s,o,k,f,e,f,?,s,b,p,d,v,s,w,e,s,n,e
316,w,e,p,c,p,r,s,t,b,f,p,t,b,s,w,w,g,v,s,w,p,n,b,p
317,w,t,p,w,e,k,f,o,x,f,e,f,e,s,h,w,g,a,f,w,n,n,b,n
318,p,t,p,c,e,k,s,o,x,f,p,t,b,s,u,p,d,y,y,w,n,n,b,n
319,w,t,p,c,e,k,s,o,x,f,p,t,b,s,n,p,d,v,y,w,e,n,b,e
320,p,t,p,c,p,w,s,o,x,f,e,f,?,s,b,p,d,v,y,w,e,f,n,e
321,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,p,v,y,w,e,s,n,e
322,g,t,p,c,e,n,s,o,f,f,p,t,b,s,p,g,d,y,y,w,g,n,b,g
323,w,e,p,c,p,k,s,o,f,f,p,t,e,s,p,w,u,v,y,w,n,p,n,n
324,p,t,p,c,e,n,s,o,f,f,p,t,b,s,w,w,d,y,y,w,g,n,b,g
325,p,e,p,c,p,h,k,o,x,f,l,f,b,k,g,b,d,y,f,w,y,f,b,y
326,o,e,p,c,e,y,s,o,f,a,p,f,?,s,y,o,l,v,s,n,n,n,b,n
327,p,t,p,c,p,w,k,o,f,f,e,f,?,s,b,w,l,v,s,w,e,y,n,e
328,w,e,p,w,e,w,s,t,b,f,p,f,?,s,g,w,g,n,f,w,w,n,b,w
329,w,t,p,c,e,k,s,o,f,f,p,t,b,s,w,p,d,v,y,w,g,n,b,g
330,w,t,p,w,e,n,s,o,x,f,e,f,e,s,n,w,g,a,f,w,w,n,b,w
331,w,t,p,c,e,n,s,o,f,f,p,t,b,s,w,g,d,y,y,w,e,n,b,e
332,p,t,p,c,e,k,s,o,f,f,p,t,b,s,n,g,d,y,f,w,e,n,b,e
333,w,e,p,c,p,n,s,o,f,f,p,t,e,s,n,w,u,s,s,w,w,p,n,w
334,w,t,p,c,e,k,s,o,x,f,p,t,b,s,u,p,d,y,y,w,e,n,b,e
335,w,e,p,c,e,k,s,o,b,f,p,t,c,s,g,w,g,s,y,w,y,l,b,y
336,p,t,p,c,e,k,s,o,f,f,p,t,b,s,n,p,d,y,y,w,g,n,b,g
337,w,e,p,c,e,n,s,o,x,f,p,t,c,s,n,w,g,n,y,w,y,l,b,y
338,w,e,p,c,e,w,s,t,f,f,e,t,?,s,e,w,w,c,s,w,p,n,b,p
339,w,t,p,w,e,n,f,o,x,f,e,f,e,s,p,w,g,s,s,w,g,n,b,g
340,w,e,p,c,p,n,s,o,x,f,p,t,e,s,n,w,g,v,y,w,n,p,n,n
341,n,e,p,c,p,h,k,o,x,f,l,f,b,k,g,n,d,y,f,w,y,f,b,y
342,n,e,p,c,p,h,k,o,x,f,l,f,b,k,g,p,d,v,y,w,g,f,b,g
343,p,t,p,c,e,n,s,o,f,f,p,t,b,s,u,p,d,v,y,w,n,n,b,n
344,p,e,p,c,p,h,k,o,f,f,l,f,b,k,g,p,g,y,y,w,y,f,b,y
345,w,t,p,c,p,w,s,o,k,f,e,f,?,k,b,w,l,v,y,w,n,y,n,n
346,w,t,p,c,p,w,s,o,k,f,e,f,?,k,b,w,p,v,y,w,e,f,n,e
347,w,t,p,w,e,k,s,o,x,f,e,f,e,s,h,w,g,s,f,w,w,n,b,w
348,b,e,p,c,p,h,k,o,x,f,l,f,b,k,h,b,g,v,f,w,g,f,b,g
349,g,t,p,c,e,k,s,o,x,f,p,t,b,s,w,w,d,v,y,w,n,n,b,n
350,w,t,p,c,p,w,s,o,x,f,e,f,?,k,b,w,l,v,s,w,n,f,n,n
351,n,e,p,c,p,h,k,o,f,f,l,f,b,k,p,b,p,v,f,w,g,f,b,g
352,w,e,p,c,p,k,s,o,f,f,p,t,e,s,p,w,g,v,s,w,w,p,n,w
353,w,e,p,c,e,k,s,o,x,f,p,f,e,s,n,w,u,v,f,w,n,n,n,n
354,w,e,p,w,e,w,k,t,x,f,p,f,?,s,g,w,g,s,f,w,w,n,b,w
355,w,t,p,w,e,n,s,o,x,f,e,f,e,s,h,w,g,a,s,w,g,n,b,g
356,w,t,p,c,p,w,s,o,x,f,e,f,?,s,b,w,p,v,y,w,n,y,n,n
357,w,e,p,c,e,k,y,o,x,f,p,t,r,s,n,w,g,s,y,w,y,a,b,y
358,o,e,p,c,e,y,s,o,b,a,p,f,?,s,o,o,l,c,s,o,n,n,b,n
359,w,e,p,w,e,w,s,t,b,f,p,f,?,s,p,w,g,n,f,w,w,n,b,w
360,p,t,p,c,e,n,s,o,f,f,p,t,b,s,p,p,d,v,f,w,e,n,b,e
361,w,e,p,c,p,n,s,o,x,f,p,t,e,s,n,w,u,s,y,w,w,p,n,w
362,b,e,p,c,p,h,k,o,f,f,l,f,b,k,g,p,d,y,f,w,g,f,b,g
363,p,t,p,c,p,w,s,o,f,f,e,f,?,s,b,p,p,v,y,w,e,f,n,e
364,w,t,p,c,e,k,s,o,f,f,p,t,b,s,n,g,d,y,f,w,g,n,b,g
365,p,t,p,c,p,w,k,o,k,f,e,f,?,s,b,w,p,v,s,w,n,f,n,n
366,w,t,p,w,e,n,s,o,f,f,p,t,b,s,p,w,d,v,f,w,w,l,n,w
367,w,e,p,c,e,n,s,o,b,f,p,t,c,s,g,w,g,n,y,w,y,a,b,y
368,p,t,p,c,e,k,s,o,f,f,p,t,b,s,p,p,d,v,y,w,e,n,b,e
369,w,t,p,w,e,k,f,o,f,f,e,f,e,s,p,w,g,a,f,w,g,n,b,g
370,w,e,p,w,e,w,s,t,x,f,p,f,?,k,g,w,g,s,f,w,w,n,b,w
371,w,t,p,w,e,k,f,o,f,f,e,f,e,s,p,w,g,a,f,w,n,n,b,n
372,p,t,p,c,e,k,s,o,x,f,p,t,b,s,p,p,d,y,f,w,e,n,b,e
373,p,t,p,c,e,n,s,o,f,f,p,t,b,s,p,w,d,v,y,w,g,n,b,g
374,w,t,p,c,e,n,s,o,f,f,p,t,b,s,p,p,d,y,y,w,n,n,b,n
375,b,e,p,c,p,h,k,o,x,f,l,f,b,k,p,n,g,v,f,w,g,f,b,g
376,n,e,p,w,e,w,f,o,x,f,e,f,b,s,w,w,l,v,y,w,c,n,n,c
377,p,t,p,c,e,k,s,o,x,f,p,t,b,s,n,g,d,v,y,w,n,n,b,n
378,w,e,p,c,e,k,s,o,x,f,p,t,c,s,n,w,m,n,s,w,w,l,b,w
379,w,t,p,w,e,n,s,o,x,f,p,t,b,s,p,w,d,v,s,w,w,a,n,w
380,w,t,p,c,p,w,k,o,x,f,e,f,?,s,b,p,d,v,s,w,n,f,n,n
381,o,e,p,c,e,n,s,o,f,a,p,f,?,s,o,o,l,c,s,n,n,n,b,n
382,p,t,p,c,e,n,s,o,f,f,p,t,b,s,u,p,d,y,y,w,e,n,b,e
383,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,l,v,y,w,e,s,n,e
384,o,e,p,c,e,n,s,o,k,a,p,f,?,s,y,o,l,v,s,n,n,n,b,n
385,p,t,p,c,p,w,s,o,f,f,e,f,?,s,b,p,d,v,s,w,e,f,n,e
386,w,t,p,c,p,w,s,o,f,f,e,f,?,k,b,w,p,v,s,w,e,y,n,e
387,w,t,p,c,p,w,k,o,k,f,e,f,?,k,b,p,d,v,y,w,n,y,n,n
388,n,e,p,c,p,h,k,o,f,f,l,f,b,k,p,p,g,y,f,w,g,f,b,g
389,w,e,p,c,e,k,s,o,x,f,p,t,c,s,w,w,g,n,y,w,w,l,b,w
390,p,t,p,c,p,w,s,o,x,f,e,f,?,s,b,w,d,v,s,w,n,f,n,n
391,w,t,p,c,p,w,k,o,f,f,e,f,?,s,b,p,p,v,y,w,n,s,n,n
392,w,e,p,c,e,n,s,o,x,f,p,t,c,s,w,w,g,s,s,w,y,a,b,y
393,b,e,p,c,p,h,k,o,x,f,l,f,b,k,g,p,d,y,y,w,y,f,b,y
394,w,t,p,c,e,k,s,o,f,f,p,t,b,s,u,p,d,v,f,w,n,n,b,n
395,w,e,p,c,e,k,s,o,x,f,p,t,c,s,g,w,m,s,y,w,w,l,b,w
396,n,e,p,c,p,h,k,o,x,f,l,f,b,k,p,b,p,y,f,w,y,f,b,y
397,p,e,p,c,p,h,k,o,x,f,l,f,b,k,p,p,g,v,f,w,y,f,b,y
398,n,e,p,c,p,h,k,o,f,f,l,f,b,k,p,p,p,v,f,w,g,f,b,g
399,p,t,p,c,p,w,k,o,k,f,e,f,?,k,b,w,l,v,s,w,e,s,n,e
400,w,t,p,w,e,n,s,o,x,f,p,t,b,s,p,w,d,v,f,w,w,l,n,w
401,w,t,p,w,e,n,f,o,f,f,e,f,e,s,h,w,g,a,f,w,n,n,b,n
402,w,t,p,w,e,u,s,o,f,f,p,t,b,s,p,w,d,v,f,w,w,l,n,w
403,w,t,p,w,e,n,f,o,x,f,e,f,e,s,p,w,g,a,s,w,g,n,b,g
404,w,t,p,c,e,n,s,o,x,f,p,t,b,s,w,p,d,y,f,w,e,n,b,e
405,w,t,p,w,e,k,f,o,x,f,e,f,e,s,n,w,g,s,s,w,g,n,b,g
406,p,e,p,c,p,h,k,o,x,f,l,f,b,k,h,b,d,y,f,w,y,f,b,y
407,w,e,p,c,e,h,f,o,f,f,f,f,?,s,u,w,d,v,y,w,w,n,n,w
408,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,p,d,v,s,w,e,y,n,e
409,w,e,p,c,e,n,s,o,b,f,p,t,c,s,n,w,g,s,s,w,w,a,b,w
410,w,t,p,w,e,k,f,o,x,f,e,f,e,f,n,w,g,s,s,w,n,n,b,n
411,n,e,p,c,p,h,k,o,f,f,l,f,b,k,h,b,p,y,y,w,g,f,b,g
412,w,e,p,c,p,n,s,o,x,f,p,t,e,s,p,w,u,s,s,w,n,p,n,n
413,w,e,p,c,e,n,s,o,x,f,p,t,c,s,k,w,m,n,s,w,w,l,b,w
414,p,t,p,c,e,k,s,o,x,f,p,t,b,s,p,w,d,y,f,w,g,n,b,g
415,w,t,p,w,e,n,f,o,f,f,e,f,e,s,p,w,g,a,s,w,g,n,b,g
416,p,t,p,c,p,w,s,o,k,f,e,f,?,s,b,w,p,v,s,w,e,s,n,e
417,p,t,p,c,p,w,k,o,x,f,e,f,?,k,b,p,d,v,y,w,e,f,n,e
418,b,e,p,c,p,h,k,o,f,f,l,f,b,k,p,b,g,y,f,w,g,f,b,g
419,p,t,p,c,p,w,s,o,k,f,e,f,?,s,b,p,l,v,y,w,e,y,n,e
420,w,e,p,c,p,k,s,o,x,f,p,f,b,s,p,w,d,v,s,w,w,c,n,w
421,w,t,p,c,p,w,s,o,f,f,e,f,?,k,b,p,p,v,y,w,n,f,n,n
422,w,t,p,w,e,n,f,o,x,f,e,f,e,s,n,w,g,s,f,w,g,n,b,g
423,p,t,p,c,e,n,s,o,f,f,p,t,b,s,w,p,d,v,y,w,n,n,b,n
424,p,e,p,c,p,h,k,o,f,f,l,f,b,k,h,n,p,y,y,w,y,f,b,y
425,p,t,p,c,p,w,s,o,x,f,e,f,?,k,b,p,p,v,y,w,e,y,n,e
426,w,t,p,w,e,k,s,o,f,f,e,f,e,f,h,w,g,s,s,w,g,n,b,g
427,w,t,p,c,e,k,s,o,x,f,p,t,b,s,n,g,d,y,f,w,g,n,b,g
428,w,t,p,c,p,w,s,o,k,f,e,f,?,k,b,w,l,v,s,w,n,s,n,n
429,w,e,p,c,p,n,s,o,x,f,p,t,e,s,p,w,g,v,s,w,w,p,n,w
430,p,t,p,c,e,n,s,o,f,f,p,t,b,s,u,w,d,v,f,w,n,n,b,n
431,n,e,p,c,p,h,k,o,x,f,l,f,b,k,p,n,p,y,f,w,g,f,b,g
432,g,t,p,c,e,k,s,o,x,f,p,t,b,s,n,w,d,v,f,w,g,n,b,g
433,w,e,p,c,e,n,s,o,x,f,p,t,c,s,g,w,g,s,s,w,y,a,b,y
434,p,t,p,c,p,w,s,o,k,f,e,f,?,s,b,w,l,v,y,w,e,y,n,e
435,b,e,p,c,p,h,k,o,x,f,l,f,b,k,g,b,p,y,f,w,g,f,b,g
436,p,t,p,c,e,k,s,o,f,f,p,t,b,s,n,w,d,v,y,w,g,n,b,g
437,p,e,p,c,p,h,k,o,x,f,l,f,b,k,g,b,d,y,f,w,g,f,b,g
438,g,t,p,c,e,n,s,o,f,f,p,t,b,s,n,w,d,y,f,w,e,n,b,e
439,n,e,p,c,p,h,k,o,x,f,l,f,b,k,p,n,g,v,f,w,y,f,b,y
440,w,t,p,w,e,n,f,o,f,f,e,f,e,f,k,w,g,a,f,w,w,n,b,w
441,g,t,p,c,e,n,s,o,f,f,p,t,b,s,w,w,d,v,y,w,n,n,b,n
442,w,t,p,c,p,w,s,o,k,f,e,f,?,s,b,w,d,v,y,w,n,f,n,n
443,g,t,p,c,e,n,s,o,x,f,p,t,b,s,w,w,d,y,y,w,e,n,b,e
444,w,t,p,c,p,h,s,o,x,f,p,t,b,f,p,w,u,s,s,w,g,f,b,g
445,p,e,p,c,p,h,k,o,f,f,l,f,b,k,p,p,p,y,f,w,g,f,b,g
446,p,t,p,c,e,k,s,o,x,f,p,t,b,s,p,g,d,y,f,w,g,n,b,g
447,p,t,p,c,e,n,s,o,x,f,p,t,b,s,n,w,d,y,y,w,e,n,b,e
448,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,l,v,s,w,n,y,n,n
449,w,t,p,c,p,w,s,o,f,f,e,f,?,k,b,p,l,v,y,w,e,f,n,e
450,p,t,p,c,p,w,s,o,f,f,e,f,?,k,b,w,l,v,y,w,e,f,n,e
451,w,e,p,c,e,h,f,o,f,f,f,f,?,s,p,w,d,y,y,w,w,n,n,w
452,g,t,p,c,e,k,s,o,f,f,p,t,b,s,w,g,d,v,y,w,n,n,b,n
453,w,t,p,c,p,h,s,o,x,f,p,t,b,s,w,w,u,s,s,w,b,f,b,b
454,p,e,p,c,p,h,k,o,f,f,l,f,b,k,h,n,d,v,y,w,g,f,b,g
455,b,e,p,c,p,h,k,o,x,f,l,f,b,k,h,b,d,v,y,w,y,f,b,y
456,g,t,p,c,e,n,s,o,x,f,p,t,b,s,w,g,d,v,f,w,e,n,b,e
457,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,l,v,y,w,n,s,n,n
458,p,t,p,c,p,w,k,o,x,f,e,f,?,k,b,p,p,v,s,w,n,f,n,n
459,w,e,p,c,p,k,s,o,f,f,p,t,e,s,w,w,g,s,s,w,w,p,n,w
460,b,e,p,c,p,h,k,o,x,f,l,f,b,k,p,n,d,y,f,w,y,f,b,y
461,w,e,p,c,e,w,s,t,k,f,e,t,?,s,w,w,w,c,s,w,e,n,b,e
462,p,t,p,c,p,w,s,o,x,f,e,f,?,s,b,w,d,v,y,w,n,f,n,n
463,p,t,p,c,e,n,s,o,f,f,p,t,b,s,n,g,d,y,f,w,e,n,b,e
464,w,e,p,c,p,r,s,t,f,f,p,t,b,s,g,w,m,v,y,w,w,n,b,w
465,g,t,p,c,e,n,s,o,x,f,p,t,b,s,n,p,d,y,f,w,g,n,b,g
466,w,t,p,c,p,h,s,o,x,f,p,t,b,f,w,w,u,s,s,w,b,f,b,b
467,y,e,p,w,p,w,y,o,c,f,e,f,c,y,y,y,l,c,y,y,y,n,n,y
468,w,t,p,w,e,k,f,o,f,f,e,f,e,f,k,w,g,a,s,w,n,n,b,n
469,w,e,p,c,e,n,s,o,b,f,p,t,c,s,n,w,g,n,y,w,y,l,b,y
470,e,e,p,c,e,w,s,t,f,f,e,t,?,s,w,e,w,c,s,w,e,n,b,e
471,w,e,p,c,e,k,s,o,b,f,p,t,c,s,w,w,m,n,y,w,w,a,b,w
472,w,e,p,c,e,k,s,o,x,f,p,f,e,s,g,w,u,y,f,w,n,n,n,n
473,w,t,p,c,p,h,f,o,f,f,p,t,b,f,w,w,g,v,s,w,b,f,b,b
474,n,e,p,c,p,h,k,o,x,f,l,f,b,k,h,b,p,v,y,w,g,f,b,g
475,p,t,p,c,e,k,s,o,x,f,p,t,b,s,n,w,d,v,y,w,g,n,b,g
476,g,t,p,c,e,n,s,o,f,f,p,t,b,s,u,p,d,y,y,w,e,n,b,e
477,w,t,p,w,e,k,s,o,x,f,e,f,e,s,p,w,g,s,s,w,n,n,b,n
478,w,t,p,w,e,k,s,o,x,f,e,f,e,f,h,w,g,s,s,w,g,n,b,g
479,n,e,p,c,p,h,k,o,x,f,l,f,b,k,p,n,g,y,f,w,g,f,b,g
480,p,e,p,c,p,h,k,o,f,f,l,f,b,k,p,n,g,v,f,w,y,f,b,y
481,p,t,p,c,p,w,s,o,x,f,e,f,?,s,b,w,l,v,s,w,n,s,n,n
482,n,e,p,c,p,h,k,o,f,f,l,f,b,k,h,p,d,y,y,w,y,f,b,y
483,w,e,p,c,e,n,y,o,f,f,p,t,r,s,w,w,p,y,y,w,y,a,b,y
484,w,t,p,c,p,h,s,o,f,f,p,t,b,s,p,w,g,s,s,w,g,f,b,g
485,w,e,p,c,e,k,y,o,x,f,p,t,r,s,n,w,g,y,y,w,n,l,b,n
486,w,t,p,w,e,n,s,o,f,f,e,f,e,f,n,w,g,s,s,w,n,n,b,n
487,p,t,p,c,p,w,s,o,x,f,e,f,?,k,b,w,p,v,s,w,n,s,n,n
488,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,p,l,v,s,w,e,f,n,e
489,p,t,p,c,e,n,s,o,x,f,p,t,b,s,p,p,d,v,y,w,e,n,b,e
490,w,t,p,c,p,w,s,o,x,f,e,f,?,s,b,w,l,v,s,w,n,s,n,n
491,w,e,p,c,e,n,s,o,b,f,p,t,c,s,k,w,g,s,y,w,y,a,b,y
492,w,e,p,w,p,k,s,o,x,f,p,f,b,s,n,w,d,v,f,w,g,c,n,g
493,o,e,p,c,e,n,s,o,k,a,p,f,?,s,o,o,l,v,s,o,n,n,b,n
494,w,t,p,w,e,k,s,o,f,f,e,f,e,s,p,w,g,s,f,w,n,n,b,n
495,p,t,p,c,e,k,s,o,x,f,p,t,b,s,p,p,d,y,y,w,n,n,b,n
496,g,t,p,c,e,k,s,o,x,f,p,t,b,s,p,g,d,v,f,w,g,n,b,g
497,w,t,p,w,e,k,s,o,x,f,e,f,e,f,h,w,g,a,s,w,g,n,b,g
498,n,e,p,c,e,w,y,t,b,f,p,f,b,y,w,n,d,y,y,w,n,n,b,n
499,w,t,p,w,e,k,f,o,f,f,e,f,e,s,h,w,g,a,s,w,w,n,b,w
500,p,t,p,c,p,w,s,o,f,f,e,f,?,s,b,w,d,v,y,w,e,s,n,e
501,p,t,p,c,e,k,s,o,f,f,p,t,b,s,w,w,d,y,y,w,e,n,b,e
502,w,t,p,c,p,w,s,o,f,f,e,f,?,k,b,p,d,v,s,w,n,f,n,n
503,w,t,p,c,p,h,f,o,x,f,p,t,b,s,h,w,u,v,s,w,b,f,b,b
504,p,t,p,c,p,w,s,o,f,f,e,f,?,s,b,w,p,v,s,w,n,f,n,n
505,g,t,p,c,e,k,s,o,f,f,p,t,b,s,w,p,d,v,y,w,e,n,b,e
506,p,t,p,c,p,w,k,o,x,f,e,f,?,s,b,p,l,v,s,w,e,s,n,e
507,w,e,p,w,p,k,s,o,x,f,p,f,b,s,g,w,d,s,f,w,w,c,n,w
508,n,e,p,c,p,h,k,o,f,f,l,f,b,k,g,b,d,y,y,w,g,f,b,g
509,w,e,p,c,p,r,s,t,b,f,p,t,b,s,r,w,g,v,y,w,b,n,b,b
510,o,e,p,c,e,y,s,o,b,a,p,f,?,s,y,o,l,v,s,o,n,n,b,n
511,n,e,p,c,p,h,k,o,x,f,l,f,b,k,g,b,p,v,y,w,g,f,b,g
512,b,e,p,c,p,h,k,o,f,f,l,f,b,k,h,n,g,v,y,w,g,f,b,g
513,w,t,p,c,p,w,k,o,x,f,e,f,?,k,b,p,d,v,y,w,e,f,n,e
514,w,t,p,c,e,n,s,o,x,f,p,t,b,s,w,g,d,y,f,w,n,n,b,n
515,w,e,p,c,e,k,s,o,b,f,p,t,c,s,k,w,g,n,s,w,w,a,b,w
516,w,e,p,c,p,n,s,o,x,f,p,t,e,s,w,w,u,v,s,w,w,p,n,w
517,n,e,p,c,p,h,k,o,f,f,l,f,b,k,p,p,d,v,f,w,y,f,b,y
518,p,t,p,c,p,w,k,o,x,f,e,f,?,s,b,w,p,v,s,w,e,f,n,e
519,w,e,p,w,e,w,k,t,k,f,p,f,?,s,w,w,g,s,s,w,g,n,b,g
520,g,t,p,c,e,k,s,o,f,f,p,t,b,s,u,w,d,y,y,w,g,n,b,g
521,w,e,p,w,e,w,k,t,b,f,p,f,?,s,g,w,g,s,f,w,w,n,b,w
522,w,t,p,c,p,h,s,o,f,f,p,t,b,s,h,w,u,v,s,w,w,f,b,w
523,n,e,p,c,p,h,k,o,x,f,l,f,b,k,h,n,d,y,y,w,g,f,b,g
524,p,t,p,c,e,n,s,o,f,f,p,t,b,s,n,g,d,v,f,w,e,n,b,e
525,w,e,p,c,e,n,s,o,b,f,p,t,c,s,g,w,m,s,s,w,y,l,b,y
526,b,e,p,c,p,h,k,o,f,f,l,f,b,k,g,p,d,y,y,w,y,f,b,y
527,o,e,p,c,e,o,s,o,b,a,p,f,?,s,y,o,l,c,s,n,n,n,b,n
528,w,t,p,c,p,w,s,o,f,f,e,f,?,s,b,w,l,v,s,w,e,s,n,e
529,p,e,p,c,p,h,k,o,x,f,l,f,b,k,g,p,d,v,f,w,y,f,b,y
530,g,t,p,c,e,k,s,o,x,f,p,t,b,s,p,g,d,v,y,w,n,n,b,n
531,n,e,p,c,p,h,k,o,x,f,l,f,b,k,h,n,d,y,f,w,y,f,b,y
532,g,t,p,c,e,n,s,o,f,f,p,t,b,s,u,g,d,y,f,w,g,n,b,g
533,p,t,p,c,e,k,s,o,f,f,p,t,b,s,n,w,d,y,f,w,g,n,b,g
534,p,t,p,c,e,k,s,o,f,f,p,t,b,s,p,w,d,v,f,w,e,n,b,e
535,w,t,p,c,p,w,s,o,f,f,e,f,?,k,b,w,d,v,y,w,n,y,n,n
536,g,t,p,c,e,n,s,o,f,f,p,t,b,s,w,p,d,v,f,w,e,n,b,e
537,w,t,p,c,p,w,k,o,f,f,e,f,?,k,b,p,l,v,s,w,n,s,n,n
538,w,t,p,w,e,n,s,o,x,f,e,f,e,f,n,w,g,s,f,w,w,n,b,w
539,w,t,p,w,e,n,f,o,f,f,e,f,e,s,p,w,g,s,f,w,n,n,b,n
540,w,e,p,c,e,n,s,o,x,f,p,t,c,s,g,w,g,s,y,w,y,a,b,y
541,w,t,p,w,e,k,s,o,x,f,e,f,e,f,k,w,g,a,s,w,w,n,b,w
542,w,e,p,c,p,k,s,o,f,f,p,t,e,s,k,w,u,s,y,w,n,p,n,n
543,p,t,p,c,p,w,s,o,f,f,e,f,?,k,b,p,l,v,y,w,e,f,n,e
544,p,t,p,c,e,n,s,o,x,f,p,t,b,s,w,w,d,v,y,w,n,n,b,n
545,w,t,p,w,e,n,s,o,f,f,p,t,b,s,n,w,d,v,s,w,y,a,n,y
546,b,e,p,c,p,h,k,o,x,f,l,f,b,k,h,n,p,y,y,w,g,f,b,g
547,p,t,p,c,e,k,s,o,f,f,p,t,b,s,n,w,d,v,f,w,e,n,b,e
548,w,e,p,w,p,k,s,o,x,f,p,f,b,s,n,w,d,v,f,w,w,c,n,w
549,p,t,p,c,e,k,s,o,f,f,p,t,b,s,u,w,d,y,y,w,e,n,b,e
550,w,e,p,w,e,w,s,t,b,f,p,f,?,k,p,w,g,s,f,w,w,n,b,w
